Sección,Tipo,DEF,DEL,Municipio ID,Municipio,Lista Nominal
1,Mixta,4,18,1,Aconchi,1570
2,Rural,4,18,1,Aconchi,790
3,Urbana,2,7,2,Agua Prieta,1257
4,Urbana,2,7,2,Agua Prieta,345
5,Urbana,2,7,2,Agua Prieta,613
6,Urbana,2,7,2,Agua Prieta,1220
7,Urbana,2,7,2,Agua Prieta,1354
8,Urbana,2,7,2,Agua Prieta,2583
9,Urbana,2,7,2,Agua Prieta,2625
10,Urbana,2,7,2,Agua Prieta,2409
11,Urbana,2,7,2,Agua Prieta,1319
12,Urbana,2,7,2,Agua Prieta,1131
13,Urbana,2,7,2,Agua Prieta,1052
14,Urbana,2,7,2,Agua Prieta,1682
15,Urbana,2,7,2,Agua Prieta,1051
16,Urbana,2,7,2,Agua Prieta,610
17,Mixta,2,7,2,Agua Prieta,5679
18,Urbana,2,7,2,Agua Prieta,1635
19,Urbana,2,7,2,Agua Prieta,2984
20,Urbana,2,7,2,Agua Prieta,4762
21,Urbana,2,7,2,Agua Prieta,1770
22,Urbana,2,7,2,Agua Prieta,6444
23,Mixta,2,7,2,Agua Prieta,3992
24,Urbana,2,7,2,Agua Prieta,7709
25,Urbana,2,7,2,Agua Prieta,2180
26,Urbana,2,7,2,Agua Prieta,4384
27,Rural,2,7,2,Agua Prieta,126
28,Rural,2,7,2,Agua Prieta,121
29,Rural,2,7,2,Agua Prieta,58
30,Rural,2,7,2,Agua Prieta,225
31,Urbana,2,7,2,Agua Prieta,3921
32,Urbana,2,7,2,Agua Prieta,313
34,Urbana,1,3,3,Altar,1289
35,Urbana,1,3,3,Altar,2211
37,Rural,1,3,3,Altar,257
38,Mixta,4,18,4,Arivechi,759
39,Rural,4,18,4,Arivechi,214
40,Rural,4,18,4,Arivechi,103
41,Urbana,2,18,5,Arizpe,785
42,Mixta,2,18,5,Arizpe,1015
43,Rural,2,18,5,Arizpe,463
44,Rural,2,18,5,Arizpe,337
45,Rural,2,18,5,Arizpe,280
46,Mixta,1,3,6,Atil,708
47,Mixta,4,18,7,Bacadéhuachi,1021
48,Mixta,4,18,8,Bacanora,715
49,Rural,4,18,8,Bacanora,136
50,Rural,4,18,8,Bacanora,35
51,Rural,4,18,8,Bacanora,102
52,Mixta,4,18,9,Bacerac,1027
53,Rural,4,18,9,Bacerac,65
54,Mixta,2,7,10,Bacoachi,1103
55,Rural,2,7,10,Bacoachi,334
56,Mixta,4,18,11,Banámichi,1034
57,Urbana,4,18,11,Banámichi,504
58,Urbana,4,18,12,Baviácora,968
59,Mixta,4,18,12,Baviácora,869
60,Rural,4,18,12,Baviácora,325
61,Rural,4,18,12,Baviácora,137
62,Rural,4,18,12,Baviácora,271
63,Rural,4,18,12,Baviácora,751
64,Mixta,4,18,13,Bavispe,687
65,Rural,4,18,13,Bavispe,504
66,Mixta,4,18,14,Benjamín Hill,926
67,Urbana,4,18,14,Benjamín Hill,870
68,Urbana,4,18,14,Benjamín Hill,1069
69,Urbana,4,18,14,Benjamín Hill,778
70,Urbana,2,7,15,Cananea,1215
71,Urbana,2,7,15,Cananea,1338
72,Urbana,2,7,15,Cananea,1515
73,Urbana,2,7,15,Cananea,2452
74,Urbana,2,7,15,Cananea,1859
75,Urbana,2,7,15,Cananea,7413
76,Urbana,2,7,15,Cananea,874
77,Urbana,2,7,15,Cananea,822
78,Urbana,2,7,15,Cananea,888
79,Urbana,2,7,15,Cananea,778
80,Urbana,2,7,15,Cananea,725
81,Mixta,2,7,15,Cananea,664
82,Urbana,2,7,15,Cananea,1481
83,Urbana,2,7,15,Cananea,3141
84,Urbana,2,7,15,Cananea,1488
85,Urbana,2,7,15,Cananea,605
86,Rural,2,7,15,Cananea,311
87,Rural,2,7,15,Cananea,205
88,Rural,2,7,15,Cananea,533
89,Mixta,2,18,16,Cucurpe,841
90,Rural,2,18,16,Cucurpe,96
91,Rural,2,18,16,Cucurpe,40
92,Mixta,4,18,17,Cumpas,522
93,Urbana,4,18,17,Cumpas,922
94,Urbana,4,18,17,Cumpas,1226
95,Rural,4,18,17,Cumpas,141
96,Mixta,4,18,17,Cumpas,887
97,Rural,4,18,17,Cumpas,580
98,Rural,4,18,17,Cumpas,367
99,Rural,4,18,17,Cumpas,474
100,Mixta,4,18,18,Divisaderos,923
101,Mixta,2,7,19,Fronteras,975
102,Rural,2,7,19,Fronteras,189
103,Mixta,2,7,19,Fronteras,2020
104,Urbana,2,7,19,Fronteras,1552
105,Urbana,2,7,19,Fronteras,1609
106,Mixta,4,18,20,Granados,1057
107,Mixta,4,18,21,Huachinera,694
108,Rural,4,18,21,Huachinera,283
109,Mixta,4,18,22,Huásabas,1287
110,Mixta,4,18,23,Huépac,1067
111,Rural,4,18,23,Huépac,279
112,Urbana,2,18,24,Imuris,1716
113,Urbana,2,18,24,Imuris,2860
114,Urbana,2,18,24,Imuris,676
115,Mixta,2,18,24,Imuris,1692
116,Mixta,2,18,24,Imuris,1693
117,Rural,2,18,24,Imuris,269
120,Rural,2,18,24,Imuris,11
121,Rural,2,18,24,Imuris,333
122,Rural,2,18,24,Imuris,399
123,Urbana,2,4,25,Magdalena,2179
124,Urbana,2,4,25,Magdalena,920
125,Urbana,2,4,25,Magdalena,1335
126,Urbana,2,4,25,Magdalena,3034
127,Urbana,2,4,25,Magdalena,1012
128,Urbana,2,4,25,Magdalena,1492
129,Urbana,2,4,25,Magdalena,1903
130,Urbana,2,4,25,Magdalena,2973
131,Urbana,2,4,25,Magdalena,2949
132,Urbana,2,4,25,Magdalena,1933
133,Urbana,2,4,25,Magdalena,1900
134,Rural,2,4,25,Magdalena,385
135,Rural,2,4,25,Magdalena,288
136,Rural,2,4,25,Magdalena,1686
137,Rural,2,4,25,Magdalena,211
138,Urbana,4,18,26,Moctezuma,1946
139,Urbana,4,18,26,Moctezuma,938
140,Mixta,4,18,26,Moctezuma,1248
141,Rural,4,18,26,Moctezuma,112
142,Urbana,2,7,27,Naco,708
143,Urbana,2,7,27,Naco,657
144,Urbana,2,7,27,Naco,1269
145,Mixta,2,7,27,Naco,1856
146,Mixta,4,18,28,Nácori Chico,1048
147,Rural,4,18,28,Nácori Chico,339
148,Rural,4,18,28,Nácori Chico,49
149,Urbana,4,18,29,Nacozari de García,1096
150,Mixta,4,18,29,Nacozari de García,846
151,Urbana,4,18,29,Nacozari de García,1388
152,Urbana,4,18,29,Nacozari de García,879
153,Urbana,4,18,29,Nacozari de García,806
154,Urbana,4,18,29,Nacozari de García,1072
155,Urbana,4,18,29,Nacozari de García,696
156,Urbana,4,18,29,Nacozari de García,2437
157,Rural,4,18,29,Nacozari de García,394
158,Rural,4,18,29,Nacozari de García,150
159,Urbana,2,5,30,Nogales,1028
160,Urbana,2,5,30,Nogales,424
161,Urbana,2,5,30,Nogales,765
162,Urbana,2,5,30,Nogales,1660
163,Urbana,2,5,30,Nogales,1766
164,Urbana,2,5,30,Nogales,1914
165,Urbana,2,5,30,Nogales,1174
166,Urbana,2,5,30,Nogales,880
167,Urbana,2,5,30,Nogales,820
168,Urbana,2,5,30,Nogales,572
169,Urbana,2,5,30,Nogales,590
170,Urbana,2,5,30,Nogales,915
171,Urbana,2,5,30,Nogales,1777
172,Urbana,2,5,30,Nogales,997
173,Urbana,2,5,30,Nogales,700
174,Urbana,2,5,30,Nogales,921
175,Urbana,2,5,30,Nogales,1583
176,Urbana,2,5,30,Nogales,790
177,Urbana,2,5,30,Nogales,431
178,Urbana,2,5,30,Nogales,1116
179,Urbana,2,5,30,Nogales,1296
180,Urbana,2,5,30,Nogales,2204
181,Urbana,2,5,30,Nogales,728
182,Urbana,2,5,30,Nogales,1139
183,Urbana,2,5,30,Nogales,894
184,Urbana,2,5,30,Nogales,1201
185,Urbana,2,5,30,Nogales,1976
186,Urbana,2,5,30,Nogales,764
187,Urbana,2,5,30,Nogales,2389
188,Urbana,2,5,30,Nogales,1488
189,Urbana,2,5,30,Nogales,997
190,Urbana,2,5,30,Nogales,610
191,Urbana,2,5,30,Nogales,1153
192,Urbana,2,5,30,Nogales,2609
193,Urbana,2,5,30,Nogales,1808
194,Urbana,2,5,30,Nogales,1858
195,Urbana,2,5,30,Nogales,1019
196,Urbana,2,5,30,Nogales,1006
197,Urbana,2,5,30,Nogales,341
198,Urbana,2,5,30,Nogales,1132
199,Urbana,2,5,30,Nogales,2010
200,Urbana,2,5,30,Nogales,1230
201,Urbana,2,5,30,Nogales,1446
202,Urbana,2,5,30,Nogales,1241
203,Urbana,2,5,30,Nogales,631
204,Urbana,2,5,30,Nogales,1289
205,Urbana,2,5,30,Nogales,4043
206,Urbana,2,5,30,Nogales,3802
207,Urbana,2,5,30,Nogales,2635
208,Urbana,2,5,30,Nogales,1239
209,Urbana,2,5,30,Nogales,1463
210,Urbana,2,5,30,Nogales,1833
211,Urbana,2,5,30,Nogales,1460
212,Urbana,2,5,30,Nogales,1307
213,Urbana,2,5,30,Nogales,1063
214,Urbana,2,5,30,Nogales,9006
215,Urbana,2,4,30,Nogales,2328
216,Urbana,2,4,30,Nogales,3741
217,Urbana,2,4,30,Nogales,13266
218,Urbana,2,5,30,Nogales,1824
219,Urbana,2,5,30,Nogales,1158
220,Urbana,2,5,30,Nogales,2552
221,Urbana,2,5,30,Nogales,7280
222,Urbana,2,4,30,Nogales,4761
223,Urbana,2,4,30,Nogales,9995
225,Urbana,2,4,30,Nogales,1475
226,Urbana,2,4,30,Nogales,1755
228,Rural,2,4,30,Nogales,593
229,Rural,2,4,30,Nogales,1205
230,Rural,2,4,30,Nogales,68
231,Urbana,2,5,30,Nogales,1719
232,Mixta,1,3,31,Oquitoa,412
233,Mixta,4,18,32,Sahuaripa,1473
234,Urbana,4,18,32,Sahuaripa,638
235,Urbana,4,18,32,Sahuaripa,1190
236,Rural,4,18,32,Sahuaripa,150
238,Rural,4,18,32,Sahuaripa,109
239,Rural,4,18,32,Sahuaripa,121
240,Rural,4,18,32,Sahuaripa,230
241,Rural,4,18,32,Sahuaripa,59
243,Rural,4,18,32,Sahuaripa,79
244,Rural,4,18,32,Sahuaripa,97
245,Rural,4,18,32,Sahuaripa,92
246,Rural,4,18,32,Sahuaripa,147
247,Mixta,4,18,33,San Felipe de Jesús,517
248,Mixta,4,18,34,San Javier,576
249,Mixta,4,18,35,San Pedro de la Cueva,1365
250,Rural,4,18,35,San Pedro de la Cueva,78
251,Rural,4,18,35,San Pedro de la Cueva,392
252,Urbana,4,18,36,Santa Ana,659
253,Urbana,4,18,36,Santa Ana,971
254,Urbana,4,18,36,Santa Ana,1159
255,Mixta,4,18,36,Santa Ana,3043
256,Urbana,4,18,36,Santa Ana,1038
257,Urbana,4,18,36,Santa Ana,1281
258,Rural,4,18,36,Santa Ana,189
259,Rural,4,18,36,Santa Ana,420
260,Rural,4,18,36,Santa Ana,675
261,Rural,4,18,36,Santa Ana,938
262,Rural,4,18,36,Santa Ana,850
263,Urbana,4,18,36,Santa Ana,1002
264,Mixta,2,4,37,Santa Cruz,1395
265,Mixta,1,3,38,Sáric,998
266,Rural,1,3,38,Sáric,748
267,Mixta,4,18,39,Soyopa,373
268,Rural,4,18,39,Soyopa,337
269,Rural,4,18,39,Soyopa,251
270,Rural,4,18,39,Soyopa,330
271,Rural,4,18,39,Soyopa,64
272,Rural,4,18,39,Soyopa,348
273,Mixta,4,18,40,Suaqui Grande,1339
274,Urbana,4,18,41,Tepache,570
275,Urbana,4,18,41,Tepache,588
276,Rural,4,18,41,Tepache,60
278,Mixta,1,3,42,Trincheras,1094
279,Rural,1,3,42,Trincheras,237
280,Rural,1,3,42,Trincheras,31
281,Mixta,1,3,43,Tubutama,341
282,Rural,1,3,43,Tubutama,52
283,Rural,1,3,43,Tubutama,109
284,Rural,1,3,43,Tubutama,118
285,Rural,1,3,43,Tubutama,718
286,Mixta,4,18,44,Villa Hidalgo,544
287,Urbana,4,18,44,Villa Hidalgo,762
288,Rural,4,18,44,Villa Hidalgo,242
289,Mixta,4,18,45,Villa Pesqueira,985
290,Rural,4,18,45,Villa Pesqueira,355
291,Rural,4,18,45,Villa Pesqueira,288
292,Urbana,1,3,46,Caborca,1739
293,Urbana,1,3,46,Caborca,2207
294,Urbana,1,3,46,Caborca,1681
295,Urbana,1,3,46,Caborca,5058
296,Urbana,1,3,46,Caborca,3399
297,Urbana,1,3,46,Caborca,5424
298,Urbana,1,3,46,Caborca,2186
299,Urbana,1,3,46,Caborca,990
300,Urbana,1,3,46,Caborca,599
301,Urbana,1,3,46,Caborca,790
302,Urbana,1,3,46,Caborca,949
303,Urbana,1,3,46,Caborca,905
304,Urbana,1,3,46,Caborca,2730
305,Urbana,1,3,46,Caborca,1337
306,Urbana,1,3,46,Caborca,1917
307,Urbana,1,3,46,Caborca,637
308,Urbana,1,3,46,Caborca,2026
309,Urbana,1,3,46,Caborca,761
310,Urbana,1,3,46,Caborca,1315
311,Mixta,1,3,46,Caborca,2111
312,Urbana,1,3,46,Caborca,1187
313,Urbana,1,3,46,Caborca,1352
314,Urbana,1,3,46,Caborca,2227
315,Urbana,1,3,46,Caborca,715
316,Urbana,1,3,46,Caborca,3867
317,Urbana,1,3,46,Caborca,1390
319,Rural,1,3,46,Caborca,4324
320,Rural,1,3,46,Caborca,1997
321,Rural,1,3,46,Caborca,760
322,Rural,1,3,46,Caborca,1133
323,Rural,1,3,46,Caborca,842
324,Rural,1,3,46,Caborca,1229
325,Rural,1,3,46,Caborca,400
326,Rural,1,3,46,Caborca,1403
327,Mixta,1,3,46,Caborca,894
328,Rural,1,3,46,Caborca,434
329,Mixta,4,18,47,Carbó,2523
330,Mixta,4,18,47,Carbó,1022
331,Mixta,4,18,48,La Colorada,598
332,Rural,4,18,48,La Colorada,863
333,Rural,4,18,48,La Colorada,270
334,Rural,4,18,48,La Colorada,480
335,Rural,4,18,48,La Colorada,192
336,Urbana,3,8,49,Hermosillo,6518
337,Urbana,3,10,49,Hermosillo,3677
338,Urbana,3,10,49,Hermosillo,5517
339,Urbana,3,10,49,Hermosillo,3218
340,Urbana,3,10,49,Hermosillo,8571
341,Urbana,5,10,49,Hermosillo,16123
342,Urbana,3,10,49,Hermosillo,4693
343,Urbana,3,10,49,Hermosillo,5142
344,Urbana,5,10,49,Hermosillo,6560
345,Urbana,3,10,49,Hermosillo,3081
346,Urbana,3,10,49,Hermosillo,1015
347,Urbana,3,10,49,Hermosillo,2140
348,Urbana,3,10,49,Hermosillo,1197
349,Urbana,3,10,49,Hermosillo,948
350,Urbana,3,10,49,Hermosillo,2138
351,Urbana,3,8,49,Hermosillo,2306
353,Urbana,3,8,49,Hermosillo,1028
354,Urbana,3,10,49,Hermosillo,1224
355,Urbana,3,10,49,Hermosillo,1248
356,Urbana,3,10,49,Hermosillo,1155
357,Urbana,3,10,49,Hermosillo,1610
358,Urbana,3,10,49,Hermosillo,1536
359,Urbana,3,10,49,Hermosillo,4321
360,Urbana,3,10,49,Hermosillo,1910
361,Urbana,3,10,49,Hermosillo,961
362,Urbana,3,10,49,Hermosillo,1404
363,Urbana,3,10,49,Hermosillo,678
364,Urbana,3,10,49,Hermosillo,1190
365,Urbana,3,10,49,Hermosillo,1550
366,Urbana,3,8,49,Hermosillo,1405
367,Urbana,3,8,49,Hermosillo,1942
368,Urbana,3,10,49,Hermosillo,837
369,Urbana,3,10,49,Hermosillo,1305
370,Urbana,3,10,49,Hermosillo,1295
371,Urbana,3,10,49,Hermosillo,957
372,Urbana,3,10,49,Hermosillo,1130
373,Urbana,3,10,49,Hermosillo,1422
374,Urbana,3,8,49,Hermosillo,10014
375,Urbana,3,8,49,Hermosillo,2526
376,Urbana,3,9,49,Hermosillo,2327
377,Urbana,3,9,49,Hermosillo,1308
378,Urbana,3,10,49,Hermosillo,1328
379,Urbana,3,10,49,Hermosillo,1255
380,Urbana,3,10,49,Hermosillo,1371
381,Urbana,3,10,49,Hermosillo,1096
382,Urbana,3,10,49,Hermosillo,1389
383,Urbana,3,10,49,Hermosillo,675
384,Urbana,3,8,49,Hermosillo,1802
385,Urbana,3,9,49,Hermosillo,1373
386,Urbana,3,9,49,Hermosillo,1562
387,Urbana,3,9,49,Hermosillo,1804
388,Urbana,3,9,49,Hermosillo,938
389,Urbana,3,10,49,Hermosillo,1157
390,Urbana,3,10,49,Hermosillo,1728
391,Urbana,5,12,49,Hermosillo,479
392,Urbana,3,9,49,Hermosillo,1642
393,Urbana,3,9,49,Hermosillo,1831
394,Urbana,3,9,49,Hermosillo,1468
395,Urbana,3,9,49,Hermosillo,870
396,Urbana,3,9,49,Hermosillo,1172
397,Urbana,3,9,49,Hermosillo,1243
398,Urbana,3,9,49,Hermosillo,1286
399,Urbana,3,9,49,Hermosillo,1107
400,Urbana,3,8,49,Hermosillo,2020
401,Urbana,3,9,49,Hermosillo,2060
402,Urbana,3,9,49,Hermosillo,2732
403,Urbana,3,9,49,Hermosillo,1436
404,Urbana,3,9,49,Hermosillo,1336
405,Urbana,3,9,49,Hermosillo,815
406,Urbana,3,9,49,Hermosillo,1031
407,Urbana,3,9,49,Hermosillo,934
408,Urbana,3,9,49,Hermosillo,1025
409,Urbana,3,9,49,Hermosillo,1274
410,Urbana,3,9,49,Hermosillo,1420
411,Urbana,3,9,49,Hermosillo,1287
412,Urbana,5,9,49,Hermosillo,870
413,Urbana,5,12,49,Hermosillo,2262
414,Urbana,5,12,49,Hermosillo,1736
415,Urbana,5,12,49,Hermosillo,4165
416,Urbana,5,12,49,Hermosillo,1059
417,Urbana,5,12,49,Hermosillo,829
418,Urbana,5,12,49,Hermosillo,1167
419,Urbana,5,9,49,Hermosillo,1080
420,Urbana,3,9,49,Hermosillo,1070
421,Urbana,3,9,49,Hermosillo,1074
422,Urbana,3,9,49,Hermosillo,609
423,Urbana,3,9,49,Hermosillo,927
424,Urbana,3,9,49,Hermosillo,1146
425,Urbana,3,9,49,Hermosillo,1412
426,Urbana,3,9,49,Hermosillo,1221
427,Urbana,3,9,49,Hermosillo,1750
428,Urbana,3,9,49,Hermosillo,2520
429,Urbana,3,9,49,Hermosillo,2063
430,Urbana,3,9,49,Hermosillo,1967
431,Urbana,3,9,49,Hermosillo,1942
432,Urbana,3,9,49,Hermosillo,821
433,Urbana,3,9,49,Hermosillo,1241
434,Urbana,3,9,49,Hermosillo,1268
435,Urbana,3,9,49,Hermosillo,754
436,Urbana,3,9,49,Hermosillo,637
437,Urbana,3,9,49,Hermosillo,677
438,Urbana,3,9,49,Hermosillo,1144
439,Urbana,5,12,49,Hermosillo,1414
440,Urbana,5,9,49,Hermosillo,903
441,Urbana,5,9,49,Hermosillo,807
442,Urbana,5,9,49,Hermosillo,1044
443,Urbana,5,9,49,Hermosillo,958
444,Urbana,3,9,49,Hermosillo,1082
445,Urbana,3,9,49,Hermosillo,620
446,Urbana,3,9,49,Hermosillo,658
447,Urbana,3,9,49,Hermosillo,861
448,Urbana,3,9,49,Hermosillo,3422
449,Urbana,3,9,49,Hermosillo,3809
450,Urbana,5,9,49,Hermosillo,1107
451,Urbana,5,9,49,Hermosillo,1187
452,Urbana,5,9,49,Hermosillo,1263
453,Urbana,5,9,49,Hermosillo,693
454,Urbana,3,9,49,Hermosillo,946
455,Urbana,5,9,49,Hermosillo,541
456,Urbana,5,12,49,Hermosillo,1380
457,Urbana,5,12,49,Hermosillo,523
458,Urbana,5,9,49,Hermosillo,661
459,Urbana,5,9,49,Hermosillo,873
460,Urbana,5,9,49,Hermosillo,884
461,Urbana,5,9,49,Hermosillo,822
462,Urbana,5,9,49,Hermosillo,666
463,Urbana,5,9,49,Hermosillo,1215
464,Urbana,5,9,49,Hermosillo,951
465,Urbana,5,9,49,Hermosillo,1236
466,Urbana,5,9,49,Hermosillo,570
467,Urbana,5,9,49,Hermosillo,742
468,Urbana,5,9,49,Hermosillo,1141
469,Urbana,5,9,49,Hermosillo,414
470,Urbana,5,9,49,Hermosillo,532
471,Urbana,5,9,49,Hermosillo,1178
472,Urbana,5,9,49,Hermosillo,1051
473,Urbana,5,9,49,Hermosillo,1317
474,Urbana,5,9,49,Hermosillo,4086
475,Urbana,5,9,49,Hermosillo,987
476,Urbana,5,9,49,Hermosillo,993
477,Urbana,5,9,49,Hermosillo,884
478,Urbana,5,9,49,Hermosillo,619
479,Urbana,5,9,49,Hermosillo,484
480,Urbana,5,9,49,Hermosillo,484
481,Urbana,5,12,49,Hermosillo,627
482,Urbana,5,12,49,Hermosillo,791
483,Urbana,5,12,49,Hermosillo,619
484,Urbana,5,12,49,Hermosillo,1499
485,Urbana,5,12,49,Hermosillo,1073
486,Urbana,5,12,49,Hermosillo,1372
487,Urbana,5,12,49,Hermosillo,1222
488,Urbana,5,12,49,Hermosillo,963
489,Urbana,5,12,49,Hermosillo,684
490,Urbana,5,12,49,Hermosillo,1135
491,Urbana,5,12,49,Hermosillo,721
492,Urbana,5,12,49,Hermosillo,665
493,Urbana,5,9,49,Hermosillo,626
494,Urbana,5,12,49,Hermosillo,622
495,Urbana,5,12,49,Hermosillo,978
496,Urbana,5,12,49,Hermosillo,1401
497,Urbana,5,12,49,Hermosillo,391
498,Urbana,5,12,49,Hermosillo,1509
499,Urbana,5,6,49,Hermosillo,1685
500,Urbana,5,6,49,Hermosillo,837
501,Urbana,5,6,49,Hermosillo,1759
502,Urbana,5,6,49,Hermosillo,845
503,Urbana,5,6,49,Hermosillo,1110
504,Urbana,5,6,49,Hermosillo,1099
505,Urbana,5,6,49,Hermosillo,1228
506,Urbana,5,6,49,Hermosillo,1116
507,Urbana,5,12,49,Hermosillo,429
508,Urbana,5,12,49,Hermosillo,1214
509,Urbana,5,12,49,Hermosillo,1729
510,Urbana,5,12,49,Hermosillo,870
511,Urbana,5,12,49,Hermosillo,743
512,Urbana,5,12,49,Hermosillo,1330
513,Urbana,5,12,49,Hermosillo,1039
514,Urbana,5,12,49,Hermosillo,1945
515,Urbana,5,12,49,Hermosillo,287
516,Urbana,5,12,49,Hermosillo,386
517,Urbana,5,6,49,Hermosillo,808
518,Urbana,5,6,49,Hermosillo,686
519,Urbana,5,6,49,Hermosillo,719
520,Urbana,5,6,49,Hermosillo,849
521,Urbana,5,6,49,Hermosillo,718
522,Urbana,5,6,49,Hermosillo,1030
523,Urbana,5,6,49,Hermosillo,506
524,Urbana,5,6,49,Hermosillo,4473
525,Urbana,5,6,49,Hermosillo,896
526,Urbana,5,6,49,Hermosillo,573
527,Urbana,5,6,49,Hermosillo,800
528,Urbana,5,6,49,Hermosillo,901
529,Urbana,5,12,49,Hermosillo,998
530,Urbana,5,12,49,Hermosillo,667
531,Urbana,5,6,49,Hermosillo,998
532,Urbana,5,6,49,Hermosillo,15193
533,Mixta,5,6,49,Hermosillo,7543
534,Urbana,5,6,49,Hermosillo,1249
535,Urbana,5,6,49,Hermosillo,845
