Sección,Tipo,DEF,DEL,Municipio ID,Municipio,Lista Nominal
1049,Urbana,4,13,61,Guaymas,688
1050,Urbana,4,13,61,Guaymas,615
1051,Urbana,4,13,61,Guaymas,1058
1052,Urbana,4,13,61,Guaymas,381
1053,Urbana,4,13,61,Guaymas,641
1054,Urbana,4,13,61,Guaymas,853
1055,Urbana,4,13,61,Guaymas,581
1056,Urbana,4,13,61,Guaymas,961
1057,Urbana,4,13,61,Guaymas,525
1058,Mixta,4,13,61,Guaymas,1655
1059,Urbana,4,13,61,Guaymas,2285
1060,Urbana,4,13,61,Guaymas,1084
1061,Urbana,4,13,61,Guaymas,661
1062,Urbana,4,13,61,Guaymas,843
1063,Urbana,4,13,61,Guaymas,525
1064,Urbana,4,13,61,Guaymas,1014
1065,Urbana,4,13,61,Guaymas,804
1066,Urbana,4,13,61,Guaymas,1248
1067,Urbana,4,13,61,Guaymas,978
1068,Urbana,4,13,61,Guaymas,1143
1069,Urbana,4,13,61,Guaymas,3268
1070,Urbana,4,13,61,Guaymas,999
1071,Urbana,4,13,61,Guaymas,974
1072,Urbana,4,13,61,Guaymas,1019
1073,Urbana,4,13,61,Guaymas,1300
1074,Urbana,4,13,61,Guaymas,628
1075,Urbana,4,13,61,Guaymas,1404
1076,Urbana,4,13,61,Guaymas,2305
1077,Urbana,4,13,61,Guaymas,59
1078,Mixta,4,13,61,Guaymas,1016
1079,Urbana,4,13,61,Guaymas,3059
1080,Urbana,4,13,61,Guaymas,799
1081,Mixta,4,13,61,Guaymas,968
1082,Rural,4,13,61,Guaymas,2414
1083,Rural,4,13,61,Guaymas,1559
1084,Rural,4,13,61,Guaymas,1020
1085,Rural,4,14,61,Guaymas,510
1087,Rural,4,14,61,Guaymas,492
1088,Rural,4,14,61,Guaymas,560
1089,Rural,4,14,61,Guaymas,1397
1090,Rural,4,13,61,Guaymas,2205
1091,Rural,4,14,61,Guaymas,1548
1092,Mixta,4,14,61,Guaymas,1356
1093,Mixta,4,14,61,Guaymas,1769
1094,Urbana,4,14,61,Guaymas,1300
1095,Urbana,4,14,61,Guaymas,1798
1096,Urbana,4,14,61,Guaymas,987
1097,Mixta,4,14,61,Guaymas,2501
1098,Urbana,4,14,61,Guaymas,2837
1099,Rural,4,14,61,Guaymas,1024
1100,Rural,4,14,61,Guaymas,1173
1101,Rural,4,14,72,San Ignacio Río Muerto,564
1102,Urbana,4,14,72,San Ignacio Río Muerto,2481
1103,Urbana,4,14,72,San Ignacio Río Muerto,859
1104,Urbana,4,14,72,San Ignacio Río Muerto,789
1105,Urbana,4,14,72,San Ignacio Río Muerto,1793
1106,Rural,4,14,72,San Ignacio Río Muerto,1108
1107,Rural,4,14,72,San Ignacio Río Muerto,2193
1108,Rural,4,14,72,San Ignacio Río Muerto,526
1109,Urbana,7,21,62,Alamos,4015
1110,Mixta,7,21,62,Alamos,1670
1111,Urbana,7,21,62,Alamos,1146
1112,Mixta,7,21,62,Alamos,1098
1113,Rural,7,21,62,Alamos,835
1114,Rural,7,21,62,Alamos,344
1115,Rural,7,21,62,Alamos,833
1116,Rural,7,21,62,Alamos,164
1117,Rural,7,21,62,Alamos,246
1118,Rural,7,21,62,Alamos,351
1119,Rural,7,21,62,Alamos,49
1120,Rural,7,21,62,Alamos,222
1121,Rural,7,21,62,Alamos,294
1122,Rural,7,21,62,Alamos,494
1123,Rural,7,21,62,Alamos,569
1124,Rural,7,21,62,Alamos,1164
1125,Rural,7,21,62,Alamos,554
1126,Rural,7,21,62,Alamos,130
1127,Rural,7,21,62,Alamos,159
1128,Rural,7,21,62,Alamos,281
1129,Rural,7,21,62,Alamos,147
1130,Rural,7,21,62,Alamos,843
1131,Rural,7,21,62,Alamos,739
1132,Rural,7,21,62,Alamos,329
1133,Rural,7,21,62,Alamos,507
1134,Rural,7,21,62,Alamos,481
1135,Rural,7,21,62,Alamos,478
1136,Rural,7,21,62,Alamos,265
1137,Rural,7,21,62,Alamos,549
1138,Urbana,7,20,63,Etchojoa,1732
1139,Urbana,7,20,63,Etchojoa,672
1140,Urbana,7,20,63,Etchojoa,1511
1141,Urbana,7,20,63,Etchojoa,1811
1142,Mixta,7,20,71,Benito Juárez,1236
1143,Rural,7,20,63,Etchojoa,276
1144,Rural,7,20,63,Etchojoa,188
1145,Urbana,7,20,63,Etchojoa,1082
1146,Rural,7,20,71,Benito Juárez,874
1147,Urbana,7,20,71,Benito Juárez,1822
1148,Urbana,7,20,71,Benito Juárez,1429
1149,Urbana,7,20,71,Benito Juárez,1029
1150,Urbana,7,20,71,Benito Juárez,1574
1151,Urbana,7,20,71,Benito Juárez,1422
1152,Urbana,7,20,71,Benito Juárez,1390
1153,Rural,7,20,63,Etchojoa,1019
1154,Rural,7,20,63,Etchojoa,197
1155,Rural,7,20,71,Benito Juárez,1497
1156,Rural,7,20,71,Benito Juárez,2386
1157,Rural,7,20,71,Benito Juárez,338
1158,Rural,7,20,63,Etchojoa,939
1159,Urbana,7,20,63,Etchojoa,1376
1160,Rural,7,20,63,Etchojoa,919
1161,Rural,7,20,63,Etchojoa,1216
1162,Rural,7,20,63,Etchojoa,980
1163,Rural,7,20,63,Etchojoa,1066
1164,Rural,7,20,63,Etchojoa,585
1165,Rural,7,20,63,Etchojoa,1182
1166,Rural,7,20,63,Etchojoa,1182
1167,Rural,7,20,63,Etchojoa,926
1168,Rural,7,20,63,Etchojoa,1347
1169,Rural,7,20,63,Etchojoa,571
1170,Urbana,7,20,63,Etchojoa,1067
1171,Urbana,7,20,63,Etchojoa,1349
1172,Urbana,7,20,63,Etchojoa,515
1173,Urbana,7,20,63,Etchojoa,282
1174,Urbana,7,20,63,Etchojoa,1761
1175,Rural,7,20,63,Etchojoa,565
1176,Rural,7,20,63,Etchojoa,860
1177,Urbana,7,20,63,Etchojoa,1375
1178,Urbana,7,20,63,Etchojoa,806
1179,Rural,7,20,63,Etchojoa,609
1180,Rural,7,20,63,Etchojoa,1313
1181,Rural,7,20,63,Etchojoa,2077
1182,Rural,7,20,63,Etchojoa,1308
1183,Rural,7,20,63,Etchojoa,1732
1184,Rural,7,20,63,Etchojoa,2111
1185,Urbana,7,20,63,Etchojoa,914
1186,Urbana,7,20,63,Etchojoa,1353
1187,Urbana,7,20,63,Etchojoa,1489
1188,Urbana,7,20,63,Etchojoa,1643
1189,Urbana,7,21,64,Huatabampo,1520
1190,Urbana,7,21,64,Huatabampo,2671
1191,Urbana,7,21,64,Huatabampo,913
1192,Urbana,7,21,64,Huatabampo,1140
1193,Urbana,7,21,64,Huatabampo,872
1194,Urbana,7,21,64,Huatabampo,916
1195,Urbana,7,21,64,Huatabampo,3233
1196,Urbana,7,21,64,Huatabampo,537
1197,Urbana,7,21,64,Huatabampo,1301
1198,Urbana,7,21,64,Huatabampo,890
1199,Urbana,7,21,64,Huatabampo,1867
1200,Urbana,7,21,64,Huatabampo,558
1201,Urbana,7,21,64,Huatabampo,1698
1202,Urbana,7,21,64,Huatabampo,1178
1203,Mixta,7,21,64,Huatabampo,3144
1204,Rural,7,21,64,Huatabampo,788
1205,Rural,7,21,64,Huatabampo,1196
1206,Rural,7,21,64,Huatabampo,1262
1207,Rural,7,21,64,Huatabampo,1087
1208,Rural,7,21,64,Huatabampo,1233
1209,Rural,7,21,64,Huatabampo,1548
1210,Rural,7,21,64,Huatabampo,1175
1211,Urbana,7,21,64,Huatabampo,1883
1212,Urbana,7,21,64,Huatabampo,1772
1213,Rural,7,21,64,Huatabampo,1503
1214,Rural,7,21,64,Huatabampo,1014
1215,Rural,7,21,64,Huatabampo,1496
1216,Rural,7,21,64,Huatabampo,2376
1217,Rural,7,21,64,Huatabampo,2099
1218,Rural,7,21,64,Huatabampo,2329
1219,Rural,7,21,64,Huatabampo,962
1220,Urbana,7,21,64,Huatabampo,1425
1221,Urbana,7,21,64,Huatabampo,1292
1222,Rural,7,21,64,Huatabampo,1162
1223,Rural,7,21,64,Huatabampo,621
1224,Rural,7,21,64,Huatabampo,943
1225,Rural,7,21,64,Huatabampo,1207
1226,Rural,7,21,64,Huatabampo,1247
1227,Rural,7,21,64,Huatabampo,348
1228,Rural,7,21,64,Huatabampo,1922
1229,Urbana,7,21,64,Huatabampo,1674
1230,Urbana,7,19,65,Navojoa,2362
1231,Urbana,7,19,65,Navojoa,801
1232,Urbana,7,19,65,Navojoa,1194
1233,Urbana,7,19,65,Navojoa,777
1234,Urbana,7,19,65,Navojoa,1255
1235,Urbana,7,19,65,Navojoa,1050
1236,Urbana,7,19,65,Navojoa,1477
1237,Urbana,7,19,65,Navojoa,1242
1238,Urbana,7,19,65,Navojoa,1043
1239,Urbana,7,19,65,Navojoa,1527
1240,Urbana,7,19,65,Navojoa,281
1241,Urbana,7,19,65,Navojoa,364
1242,Urbana,7,19,65,Navojoa,546
1243,Urbana,7,19,65,Navojoa,2283
1244,Urbana,7,19,65,Navojoa,1493
1245,Urbana,7,19,65,Navojoa,873
1246,Urbana,7,19,65,Navojoa,1112
1247,Urbana,7,19,65,Navojoa,1136
1248,Urbana,7,19,65,Navojoa,516
1249,Urbana,7,19,65,Navojoa,1079
1250,Urbana,7,19,65,Navojoa,891
1251,Urbana,7,19,65,Navojoa,4177
1252,Urbana,7,19,65,Navojoa,2477
1253,Urbana,7,19,65,Navojoa,1498
1254,Urbana,7,19,65,Navojoa,1302
1255,Urbana,7,19,65,Navojoa,944
1256,Urbana,7,19,65,Navojoa,1352
1257,Urbana,7,19,65,Navojoa,1549
1258,Urbana,7,19,65,Navojoa,1258
1259,Urbana,7,19,65,Navojoa,2799
1260,Urbana,7,19,65,Navojoa,4375
1261,Urbana,7,19,65,Navojoa,5835
1262,Urbana,7,19,65,Navojoa,1168
1263,Urbana,7,19,65,Navojoa,2483
1264,Urbana,7,19,65,Navojoa,3491
1265,Urbana,7,19,65,Navojoa,2638
1266,Urbana,7,19,65,Navojoa,1223
1267,Mixta,7,19,65,Navojoa,4479
1268,Urbana,7,19,65,Navojoa,1863
1269,Urbana,7,19,65,Navojoa,1717
1270,Rural,7,20,65,Navojoa,1620
1271,Rural,7,20,65,Navojoa,1216
1272,Rural,7,20,65,Navojoa,479
1273,Rural,7,19,65,Navojoa,531
1274,Rural,7,19,65,Navojoa,329
1275,Rural,7,20,65,Navojoa,777
1276,Rural,7,20,65,Navojoa,955
1277,Rural,7,20,65,Navojoa,1567
1278,Rural,7,20,65,Navojoa,1856
1279,Rural,7,19,65,Navojoa,1411
1280,Rural,7,19,65,Navojoa,1261
1281,Rural,7,19,65,Navojoa,508
1282,Rural,7,19,65,Navojoa,1190
1283,Rural,7,19,65,Navojoa,1097
1284,Rural,7,19,65,Navojoa,1802
1285,Rural,7,20,65,Navojoa,967
1286,Rural,7,20,65,Navojoa,1591
1287,Rural,7,19,65,Navojoa,1236
1288,Rural,7,19,65,Navojoa,1455
1289,Rural,7,19,65,Navojoa,3844
1290,Urbana,7,20,65,Navojoa,1325
1291,Urbana,7,20,65,Navojoa,2736
1292,Rural,7,20,65,Navojoa,1668
1293,Rural,7,20,65,Navojoa,1542
1294,Rural,7,20,65,Navojoa,1022
1295,Rural,7,20,65,Navojoa,1161
1296,Rural,7,20,65,Navojoa,1012
1297,Rural,7,20,65,Navojoa,1798
1298,Rural,7,20,65,Navojoa,1085
1299,Rural,7,20,65,Navojoa,488
1300,Rural,7,20,65,Navojoa,1988
1301,Rural,7,20,65,Navojoa,436
1302,Urbana,7,19,65,Navojoa,671
1303,Urbana,7,19,65,Navojoa,6399
1304,Urbana,7,19,65,Navojoa,878
1305,Urbana,7,19,65,Navojoa,642
1306,Mixta,4,21,66,Onavas,738
1307,Mixta,7,21,67,Quiriego,1665
1308,Rural,7,21,67,Quiriego,1068
1309,Rural,7,21,67,Quiriego,470
1310,Urbana,7,21,68,Rosario,1478
1311,Mixta,7,21,68,Rosario,1703
1312,Rural,7,21,68,Rosario,87
1313,Rural,7,21,68,Rosario,210
1314,Rural,7,21,68,Rosario,799
1315,Rural,7,21,68,Rosario,308
1316,Mixta,4,21,69,Yécora,831
1317,Mixta,4,21,69,Yécora,1663
1318,Rural,4,21,69,Yécora,254
1319,Rural,4,21,69,Yécora,708
1320,Rural,4,21,69,Yécora,463
1321,Rural,4,21,69,Yécora,266
1322,Rural,4,21,69,Yécora,108
1323,Urbana,1,3,70,General Plutarco Elías Calles,1850
1324,Mixta,1,3,70,General Plutarco Elías Calles,1877
1325,Urbana,1,3,70,General Plutarco Elías Calles,1410
1326,Urbana,1,3,70,General Plutarco Elías Calles,1920
1327,Urbana,1,3,70,General Plutarco Elías Calles,761
1328,Urbana,1,3,70,General Plutarco Elías Calles,343
1329,Urbana,1,3,70,General Plutarco Elías Calles,1154
1330,Urbana,1,3,70,General Plutarco Elías Calles,603
1331,Rural,7,20,71,Benito Juárez,611
1332,Urbana,3,8,49,Hermosillo,17599
1333,Urbana,3,8,49,Hermosillo,2150
1334,Urbana,3,8,49,Hermosillo,1331
1335,Urbana,3,8,49,Hermosillo,1547
1336,Urbana,3,8,49,Hermosillo,1493
1337,Urbana,3,8,49,Hermosillo,1199
1338,Urbana,3,8,49,Hermosillo,1568
1339,Urbana,3,8,49,Hermosillo,1545
1340,Urbana,3,8,49,Hermosillo,1412
1341,Urbana,3,8,49,Hermosillo,1152
1342,Urbana,3,8,49,Hermosillo,1188
1343,Urbana,3,8,49,Hermosillo,2368
1344,Urbana,3,8,49,Hermosillo,1217
1345,Urbana,3,8,49,Hermosillo,1006
1346,Urbana,3,8,49,Hermosillo,1811
1347,Urbana,3,8,49,Hermosillo,966
1348,Urbana,3,8,49,Hermosillo,1188
1349,Urbana,3,8,49,Hermosillo,1081
1350,Urbana,3,8,49,Hermosillo,1210
1351,Urbana,3,8,49,Hermosillo,1134
1352,Urbana,3,8,49,Hermosillo,1339
1353,Urbana,3,8,49,Hermosillo,1238
1354,Urbana,3,8,49,Hermosillo,1337
1355,Urbana,3,8,49,Hermosillo,1481
1356,Urbana,3,8,49,Hermosillo,1304
1357,Urbana,3,8,49,Hermosillo,1247
1358,Urbana,3,8,49,Hermosillo,1112
1359,Urbana,3,8,49,Hermosillo,1226
1360,Urbana,3,8,49,Hermosillo,1000
1361,Urbana,3,9,49,Hermosillo,1039
1362,Mixta,1,3,3,Altar,500
1363,Urbana,1,3,3,Altar,836
1364,Urbana,1,3,3,Altar,781
1365,Urbana,1,3,3,Altar,671
1366,Mixta,1,3,52,Pitiquito,791
1367,Urbana,1,3,52,Pitiquito,824
1368,Urbana,2,5,30,Nogales,631
1369,Urbana,2,5,30,Nogales,518
1370,Urbana,2,5,30,Nogales,752
1371,Urbana,2,5,30,Nogales,554
1372,Urbana,2,5,30,Nogales,686
1373,Urbana,2,5,30,Nogales,1159
1374,Urbana,2,5,30,Nogales,387
1375,Urbana,2,5,30,Nogales,604
1376,Urbana,2,5,30,Nogales,1156
1377,Urbana,2,5,30,Nogales,1459
1378,Urbana,2,4,30,Nogales,1276
1379,Urbana,2,4,30,Nogales,732
1380,Urbana,2,4,30,Nogales,531
1381,Urbana,2,4,30,Nogales,576
1382,Urbana,2,4,30,Nogales,683
1383,Urbana,2,4,30,Nogales,521
1384,Urbana,2,4,30,Nogales,1030
1385,Urbana,2,4,30,Nogales,1625
1386,Urbana,2,4,30,Nogales,1478
1387,Urbana,2,4,30,Nogales,1208
1388,Urbana,2,4,30,Nogales,674
1389,Urbana,2,4,30,Nogales,1034
1390,Urbana,2,4,30,Nogales,387
1391,Urbana,2,4,30,Nogales,772
1392,Urbana,2,4,30,Nogales,493
1393,Urbana,2,4,30,Nogales,512
1394,Urbana,2,4,30,Nogales,533
1395,Urbana,2,4,30,Nogales,258
1396,Urbana,5,6,49,Hermosillo,542
1397,Urbana,5,6,49,Hermosillo,768
1398,Urbana,5,6,49,Hermosillo,1439
1399,Urbana,5,6,49,Hermosillo,597
1400,Urbana,5,6,49,Hermosillo,1680
1401,Urbana,5,6,49,Hermosillo,562
1402,Urbana,5,6,49,Hermosillo,885
1403,Urbana,5,6,49,Hermosillo,1772
1404,Urbana,5,6,49,Hermosillo,1521
1405,Rural,5,6,49,Hermosillo,1841
1406,Mixta,5,11,49,Hermosillo,1791
1407,Rural,5,11,49,Hermosillo,310
1408,Mixta,2,4,30,Nogales,1200
1409,Mixta,2,4,30,Nogales,4409
1410,Urbana,2,4,30,Nogales,5992
1411,Urbana,2,4,30,Nogales,484
1412,Urbana,2,4,30,Nogales,642
1413,Urbana,2,4,30,Nogales,532
1414,Urbana,2,4,30,Nogales,731
1415,Urbana,2,4,30,Nogales,759
1416,Urbana,2,4,30,Nogales,1263
1417,Urbana,2,4,30,Nogales,620
1418,Urbana,2,4,30,Nogales,673
1419,Urbana,2,4,30,Nogales,607
1420,Urbana,2,4,30,Nogales,718
1421,Urbana,2,4,30,Nogales,487
1422,Urbana,2,4,30,Nogales,432
1423,Urbana,2,4,30,Nogales,375
1424,Urbana,2,4,30,Nogales,510
1425,Urbana,2,4,30,Nogales,428
1426,Urbana,2,4,30,Nogales,288
1427,Urbana,2,4,30,Nogales,440
1428,Urbana,2,4,30,Nogales,381
1429,Urbana,2,4,30,Nogales,680
1430,Urbana,2,4,30,Nogales,597
1431,Urbana,2,4,30,Nogales,422
1432,Urbana,2,4,30,Nogales,718
1433,Urbana,2,4,30,Nogales,410
1434,Urbana,2,4,30,Nogales,536
1435,Urbana,2,4,30,Nogales,395
1436,Urbana,2,4,30,Nogales,627
1437,Urbana,2,4,30,Nogales,570
1438,Mixta,2,4,30,Nogales,2648
1439,Urbana,2,4,30,Nogales,2320
1440,Urbana,2,4,30,Nogales,815
1441,Urbana,2,4,30,Nogales,1474
1442,Mixta,3,11,49,Hermosillo,2968
1443,Mixta,3,11,49,Hermosillo,2322
1444,Mixta,3,8,49,Hermosillo,2356
1445,Urbana,3,8,49,Hermosillo,413
1446,Urbana,3,8,49,Hermosillo,508
1447,Urbana,3,8,49,Hermosillo,417
1448,Urbana,3,8,49,Hermosillo,466
1449,Urbana,3,8,49,Hermosillo,340
1450,Urbana,3,8,49,Hermosillo,181
1451,Urbana,3,8,49,Hermosillo,359
1452,Urbana,3,8,49,Hermosillo,395
1453,Urbana,3,8,49,Hermosillo,309
1454,Urbana,3,8,49,Hermosillo,419
1455,Urbana,3,8,49,Hermosillo,463
1456,Urbana,3,8,49,Hermosillo,1397
1457,Urbana,3,8,49,Hermosillo,1003
1458,Urbana,3,8,49,Hermosillo,517
1459,Urbana,3,8,49,Hermosillo,362
1460,Urbana,3,8,49,Hermosillo,393
1461,Urbana,3,8,49,Hermosillo,463
1462,Urbana,3,8,49,Hermosillo,373
1463,Urbana,3,8,49,Hermosillo,383
1464,Urbana,3,8,49,Hermosillo,413
1465,Urbana,3,8,49,Hermosillo,282
1466,Urbana,3,8,49,Hermosillo,417
1467,Urbana,3,8,49,Hermosillo,373
1468,Urbana,3,8,49,Hermosillo,531
1469,Urbana,3,8,49,Hermosillo,588
1470,Urbana,3,8,49,Hermosillo,789
1471,Urbana,3,8,49,Hermosillo,446
1472,Urbana,3,8,49,Hermosillo,448
1473,Urbana,3,8,49,Hermosillo,502
1474,Urbana,3,8,49,Hermosillo,578
1475,Urbana,3,8,49,Hermosillo,213
1476,Urbana,3,8,49,Hermosillo,273
1477,Urbana,3,8,49,Hermosillo,399
1478,Urbana,3,8,49,Hermosillo,463
1479,Urbana,3,11,49,Hermosillo,886
1480,Urbana,3,8,49,Hermosillo,411
1481,Urbana,3,11,49,Hermosillo,676
1482,Urbana,3,8,49,Hermosillo,427
1483,Urbana,3,11,49,Hermosillo,551
1484,Urbana,3,11,49,Hermosillo,771
1485,Urbana,3,11,49,Hermosillo,342
1486,Urbana,3,11,49,Hermosillo,343
1487,Urbana,3,11,49,Hermosillo,497
1488,Urbana,3,11,49,Hermosillo,603
1489,Urbana,3,11,49,Hermosillo,352
1490,Urbana,3,11,49,Hermosillo,311
1491,Urbana,3,11,49,Hermosillo,486
1492,Urbana,3,11,49,Hermosillo,747
1493,Urbana,3,11,49,Hermosillo,559
1494,Urbana,3,11,49,Hermosillo,520
1495,Urbana,3,11,49,Hermosillo,728
1496,Urbana,3,11,49,Hermosillo,674
1497,Urbana,3,11,49,Hermosillo,763
1498,Urbana,3,11,49,Hermosillo,613
1499,Urbana,3,11,49,Hermosillo,258
1500,Urbana,3,11,49,Hermosillo,520
1501,Urbana,3,11,49,Hermosillo,842
1502,Urbana,3,11,49,Hermosillo,334
1503,Urbana,3,11,49,Hermosillo,364
1504,Urbana,3,11,49,Hermosillo,909
1505,Mixta,3,9,49,Hermosillo,269
1506,Rural,3,9,49,Hermosillo,210
1507,Urbana,3,9,49,Hermosillo,643
1508,Urbana,3,9,49,Hermosillo,371
1509,Urbana,3,11,49,Hermosillo,1116
1510,Urbana,3,9,49,Hermosillo,1060
1511,Urbana,3,9,49,Hermosillo,549
1512,Urbana,3,6,49,Hermosillo,345
1513,Urbana,3,11,49,Hermosillo,901
1514,Urbana,3,11,49,Hermosillo,1009
1515,Urbana,4,13,61,Guaymas,1653
1516,Urbana,4,13,61,Guaymas,1444
1517,Urbana,4,13,61,Guaymas,1002
1518,Urbana,4,13,61,Guaymas,1507
1519,Urbana,4,13,61,Guaymas,1473
1520,Urbana,4,13,61,Guaymas,830
1521,Urbana,4,13,61,Guaymas,1957
1522,Urbana,4,13,61,Guaymas,1074
1523,Urbana,4,13,61,Guaymas,2233
1524,Urbana,4,13,61,Guaymas,1296
1525,Urbana,4,13,61,Guaymas,1201
1526,Urbana,4,13,61,Guaymas,1245
1527,Urbana,4,13,61,Guaymas,890
1528,Urbana,4,13,61,Guaymas,1110
1529,Urbana,5,12,49,Hermosillo,735
1530,Urbana,5,12,49,Hermosillo,1061
1531,Urbana,5,11,49,Hermosillo,746
1532,Urbana,5,12,49,Hermosillo,972
1533,Urbana,5,11,49,Hermosillo,895
1534,Urbana,5,11,49,Hermosillo,1005
1535,Urbana,5,11,49,Hermosillo,844
1536,Urbana,5,11,49,Hermosillo,1039
1537,Urbana,5,11,49,Hermosillo,1148
1538,Urbana,5,11,49,Hermosillo,1047
1539,Urbana,5,11,49,Hermosillo,1303
1540,Urbana,5,12,49,Hermosillo,756
1541,Urbana,5,11,49,Hermosillo,1068
1542,Urbana,5,11,49,Hermosillo,1270
1543,Urbana,5,11,49,Hermosillo,1121
1544,Urbana,5,11,49,Hermosillo,996
1545,Urbana,5,11,49,Hermosillo,1256
1546,Urbana,5,11,49,Hermosillo,887
1547,Urbana,5,11,49,Hermosillo,984
1548,Urbana,5,12,49,Hermosillo,2016
1549,Urbana,5,12,49,Hermosillo,1263
1550,Urbana,5,12,49,Hermosillo,1847
1551,Urbana,5,12,49,Hermosillo,2252
1552,Urbana,5,11,49,Hermosillo,1831
1553,Urbana,5,12,49,Hermosillo,1238
1554,Urbana,5,11,49,Hermosillo,1530
1555,Urbana,5,12,49,Hermosillo,2369
1556,Urbana,5,12,49,Hermosillo,1636
